id,intent,query,top1_similarity,top3_average,top5_average
2216888,return_refund,You say this line and you ask me to return that item... then wait for 3-5 days for refund and then re order... I'm fed up of listening this bullshit . It's your mistake that you took 11 days and did nothing. I'm not gonna wait more.,0.3152457735474458,0.2731829267649769,0.25900352396212123
269482,product_technical,the troubleshooting attempts have been a complete fail !! My firestick is zapped out,0.404551293006535,0.33155740010056384,0.30173945854325074
2962751,return_refund,"Yeah, I tired no help. They just keep saying that we promise it will be the right one next time. And well, it was wrong again. Seem like I am just a test subject so amazon can get their items correct. Very disappointed at what has become of",0.2339298225211569,0.22934260874872536,0.21982142271391564
2184657,customer_service,Um i did that and it just led me to contact the seller again which the seller isn’t messaging back is there a customer service number??? Just wanna know how i can either get refunded or my order?,0.3355766854544743,0.331613527540183,0.3240464007936431
182573,account_login,clicked forgot password and didn't pass security qs (despite all answers being correct!) and now i am locked out.,0.32711837286606726,0.30943006257199995,0.28619145940735774
2766393,order_delivery,"DISPATCHING SOON. CANCELLATION ISN'T GUARANTEED. It's the fact you tell me the item will come on one day and then actually it won't, so why lie?",0.2836147982930247,0.2585916888156046,0.24970082434775884
1055245,return_refund,"I cancelled but no refund was offered as my previous whinge was ignored. It's a pretty skanky way to get new customers, don't you think?",0.4170503863782601,0.3474917465998957,0.3332152490382541
2110292,customer_service,"Was on the phone 35 minutes, no help",0.4632370594065027,0.40104435599935795,0.369893969263713
1134984,customer_service,We have not had any help from just lies and excuses,0.4354990307477557,0.3726488213678036,0.33914121046121004
2934371,general_feedback,Sold by AOKII Direct Store and Fulfilled by Amazon.,0.7786015639740402,0.7786015639740403,0.7414570334845775
